y_true,y_pred
1,0.9965798258781433
1,0.6519253253936768
1,0.9558254480361938
1,0.9686751365661621
1,0.9769599437713623
1,0.14840711653232574
1,0.8605179190635681
1,0.8416390419006348
1,0.9220486879348755
1,0.9527034163475037
1,0.7179858088493347
1,0.9228053092956543
1,0.9255428910255432
1,0.9886999130249023
1,0.944962739944458
1,0.9742327928543091
1,0.5360813736915588
1,0.9588778018951416
1,0.9403838515281677
1,0.9934395551681519
1,0.8857746720314026
1,0.7254176735877991
1,0.9436194896697998
1,0.21675683557987213
1,0.9975054860115051
1,0.9999998807907104
1,0.9757629632949829
1,0.9648396968841553
1,0.9606333374977112
1,0.9967084527015686
1,0.8670201897621155
1,0.9999998807907104
1,0.9764003157615662
1,0.4314940273761749
1,0.8492252826690674
1,0.8665890097618103
1,0.9632963538169861
1,0.8795696496963501
1,1.0
1,0.8688798546791077
1,0.9980189204216003
1,0.7594257593154907
1,0.9933081865310669
1,1.0000001192092896
1,0.9867039918899536
1,0.9985703825950623
1,0.9999999403953552
1,0.9888637661933899
1,0.9999998807907104
1,0.9999998807907104
1,0.6158527135848999
1,0.9848344922065735
1,0.9919684529304504
1,0.9990913271903992
1,0.8464157581329346
1,0.9165761470794678
1,1.0
1,0.8203331828117371
1,0.42590391635894775
1,0.8802028894424438
1,0.9666571617126465
1,0.3661298155784607
1,0.6753300428390503
1,0.9893154501914978
1,0.4352552890777588
1,0.9570750594139099
1,0.9262135028839111
1,0.8184075355529785
1,0.9509458541870117
1,1.0
1,0.8486137390136719
1,0.9708526134490967
1,0.9565026760101318
1,0.9861738085746765
1,0.9949123859405518
1,0.910232663154602
1,0.9625542163848877
1,0.9999999403953552
1,0.9561419486999512
1,0.9866820573806763
1,0.9998220801353455
1,0.9785014390945435
1,0.7918687462806702
1,0.7254296541213989
1,1.0
1,0.9925704002380371
1,0.994686484336853
1,0.9856218099594116
1,0.45751309394836426
1,0.7228187322616577
1,1.0
1,0.9698123931884766
1,0.9637491703033447
1,0.9373579025268555
1,0.8642357587814331
1,0.0
1,0.807883620262146
1,0.9982002973556519
1,0.9086702466011047
1,0.8851668238639832
1,0.6886040568351746
1,0.997389018535614
1,0.9151819944381714
1,0.9214163422584534
1,0.6890133023262024
1,0.9256743788719177
1,0.9395270943641663
1,0.6907185316085815
1,0.9930387735366821
1,0.6857085227966309
1,0.8361139297485352
1,0.919281005859375
1,0.9921109080314636
1,0.8903746008872986
1,0.8389171957969666
1,1.0000001192092896
1,0.9609605073928833
1,0.9413240551948547
1,0.7910416722297668
1,0.8894849419593811
1,0.9836995601654053
1,0.7134647369384766
1,0.9617189764976501
1,0.9357555508613586
1,0.9443688988685608
1,0.9167418479919434
1,0.9877638816833496
1,0.9208617806434631
1,0.23043027520179749
1,0.7188345193862915
1,0.9989383816719055
1,0.9745485782623291
1,0.8359929919242859
1,0.842494010925293
1,0.8684900999069214
1,0.9688060879707336
1,0.8460712432861328
1,0.8298553228378296
1,0.9930300116539001
1,0.9520210027694702
1,0.742851197719574
1,0.9760243892669678
1,0.9982345700263977
1,0.9617109894752502
1,0.864029586315155
1,0.9360905885696411
1,0.9347528219223022
1,0.964134156703949
1,0.7744922637939453
1,0.9963983297348022
1,0.9539464116096497
1,0.9999998807907104
1,0.9336854219436646
1,0.990165114402771
1,0.8293418884277344
1,0.9801177978515625
1,0.9008920192718506
1,0.8080943822860718
1,0.8513883352279663
1,0.9353008270263672
1,0.9656524658203125
1,0.47206732630729675
1,0.9426607489585876
1,0.8029745817184448
1,0.9999999403953552
1,0.9979720115661621
1,0.0
1,0.9753581881523132
1,0.9999997615814209
1,1.0000001192092896
1,0.9743961095809937
1,0.962321400642395
1,0.8487907648086548
1,0.9486643671989441
1,0.9877680540084839
1,0.9999999403953552
1,0.8564477562904358
1,0.9987413883209229
1,0.9433072209358215
1,0.7301463484764099
1,0.9487583041191101
1,1.0000001192092896
1,0.8841686248779297
1,0.8296661376953125
1,0.7506481409072876
1,0.9123101234436035
1,0.9062563180923462
1,0.9910700917243958
1,0.6127185821533203
1,0.6550882458686829
1,0.9934720396995544
1,0.9968050718307495
1,0.8604174852371216
1,0.9211178421974182
1,0.8928545713424683
1,0.5810743570327759
1,0.6106566786766052
1,0.9915043115615845
1,0.9457391500473022
1,0.9362560510635376
1,0.9464386105537415
1,0.9895875453948975
1,0.7398313879966736
1,0.9752958416938782
1,0.9376599788665771
1,0.9049123525619507
1,0.7876847386360168
1,0.9391282796859741
1,0.9965732097625732
1,0.9298500418663025
1,1.0
1,0.9354258179664612
1,0.9889500141143799
1,0.9991264939308167
1,0.7346134185791016
1,0.9999997019767761
1,0.9057282209396362
1,0.9307370185852051
1,0.7860875725746155
1,0.9795457124710083
1,0.9681187272071838
1,0.9702064394950867
1,0.9279840588569641
1,0.9956100583076477
1,0.9999998211860657
1,0.9951654672622681
1,0.9253721237182617
1,0.8986577987670898
1,0.9506365060806274
1,0.9683194756507874
1,0.865058958530426
1,0.7684478163719177
1,0.8114433288574219
1,1.0000001192092896
1,0.9955602884292603
1,0.9729182124137878
1,0.97887122631073
1,0.9604591131210327
1,1.0
1,0.8866519927978516
1,0.8502691984176636
1,0.9616361260414124
1,0.9999998807907104
1,1.0
1,0.9811140894889832
1,0.9446536302566528
1,0.9388735890388489
1,0.3828302025794983
1,0.9080930948257446
1,0.9807620644569397
1,0.9583116769790649
1,0.8878656625747681
1,0.9779980182647705
1,1.0
1,0.9986271858215332
1,0.7270306348800659
1,0.9969888925552368
1,0.9238507747650146
1,0.954919695854187
1,0.7576226592063904
1,0.9023190140724182
1,0.959602952003479
1,0.7121737599372864
1,0.8729017376899719
1,0.6472203731536865
1,0.9991432428359985
1,0.9915299415588379
1,0.9897435903549194
1,0.7206799387931824
1,0.9452823400497437
1,0.9168987274169922
1,0.3490768074989319
1,0.8792325258255005
1,0.2655342221260071
1,0.9498462080955505
1,0.9077094793319702
1,0.9841610193252563
1,0.9983404278755188
1,0.937024712562561
1,0.9999999403953552
1,0.9211603403091431
1,0.8786424994468689
1,0.9999997615814209
1,0.9032775163650513
1,0.9920534491539001
1,0.9097251892089844
1,0.40568602085113525
1,0.9673542976379395
1,0.9306053519248962
1,0.8283373713493347
1,0.9999998807907104
1,0.3610869348049164
1,0.9846747517585754
1,0.9999998807907104
1,0.7849321365356445
1,0.9863939881324768
1,0.9827455878257751
1,0.8971397876739502
1,0.9986862540245056
1,0.7268664240837097
1,0.987177848815918
1,0.5050538778305054
1,0.6143472790718079
1,0.9959368109703064
1,0.6867954134941101
1,0.11005318909883499
1,0.9743919372558594
1,0.9505842328071594
1,0.9291984438896179
1,0.758050799369812
1,0.30301064252853394
1,0.9984796047210693
1,0.9216892719268799
1,0.9032720923423767
1,0.9553861618041992
1,0.9489710330963135
1,0.9517683982849121
1,0.7589028477668762
1,0.4795904755592346
1,0.9561206698417664
1,0.964678943157196
1,0.0
1,0.9956293702125549
1,0.9927307367324829
1,0.9884237051010132
1,0.9870775938034058
1,0.9521963000297546
1,0.6804631948471069
1,0.7070693373680115
1,0.990983247756958
1,0.9942214488983154
1,0.9241546988487244
1,0.9852775931358337
1,0.9999220371246338
1,0.9836430549621582
1,1.0
1,0.7318941950798035
1,0.9951034784317017
1,0.9065715670585632
1,0.8552147150039673
1,0.8369863033294678
1,0.6841021180152893
1,0.9879304766654968
1,0.8408246040344238
1,0.8780124187469482
1,0.30394041538238525
1,0.9731120467185974
1,0.7786825299263
1,0.982403576374054
1,0.9960108995437622
1,0.986072301864624
1,0.5090935230255127
1,0.9102318286895752
1,0.2742788791656494
1,0.9543370604515076
1,0.5727304220199585
1,1.0
1,0.9933478832244873
1,0.6732605695724487
1,0.995213508605957
1,0.9960346221923828
1,0.9999999403953552
1,0.8763611912727356
1,0.48682069778442383
1,0.9473766684532166
1,0.9956214427947998
1,0.9229974150657654
1,0.961165189743042
1,0.35330814123153687
1,0.9956581592559814
1,0.7758040428161621
1,0.9554590582847595
1,0.99451744556427
1,0.8133994936943054
1,0.8897908329963684
1,0.7409967184066772
1,0.9306108951568604
1,0.5639723539352417
1,0.9993879199028015
1,0.7034841775894165
1,0.6438838839530945
1,0.16701358556747437
1,1.000000238418579
1,1.0
1,0.9114924073219299
1,0.4998686909675598
1,0.7185119390487671
1,0.9471191763877869
1,0.7845100164413452
1,0.8446550369262695
1,0.9697105884552002
1,0.9518337845802307
1,0.7566819190979004
1,0.6973819732666016
1,1.0
1,0.9857910871505737
1,0.9999953508377075
1,0.9898653030395508
1,0.9561124444007874
1,0.9571168422698975
1,0.9820936918258667
1,0.9999998807907104
1,0.950803279876709
1,0.774860143661499
1,0.993419349193573
1,0.9258019328117371
1,0.7509352564811707
1,0.9466131925582886
1,0.8049832582473755
1,0.8105045557022095
1,0.9815073013305664
1,0.7726511359214783
1,0.8560589551925659
1,0.8228429555892944
1,0.9797449707984924
1,0.857890784740448
1,0.9832544922828674
1,0.9354368448257446
1,0.9818570017814636
1,0.32730644941329956
1,0.958824634552002
1,0.9534680843353271
1,0.9987466335296631
1,0.9952242374420166
1,0.7929102182388306
1,0.946993350982666
1,0.9916431307792664
1,0.9928624629974365
1,0.0
1,0.9913346767425537
1,0.855909526348114
1,0.9929558038711548
1,0.5854923129081726
1,0.9944248199462891
1,0.9822869300842285
1,0.9826333522796631
1,0.9991295337677002
1,0.9202277660369873
1,0.9455512166023254
1,1.0
1,0.9507012367248535
1,0.9999997615814209
1,0.8471315503120422
1,0.9911180734634399
1,0.9861884713172913
1,0.795720636844635
1,0.8695751428604126
1,0.9441020488739014
1,0.9643810987472534
1,0.9919121861457825
1,0.9942517876625061
1,0.8620904684066772
1,0.9859124422073364
1,0.8924899101257324
1,0.9641000032424927
1,0.9348806738853455
1,0.4737963378429413
1,0.762765109539032
1,0.6844702959060669
1,0.9461162686347961
1,0.924491286277771
1,0.9868037104606628
1,0.9164671301841736
1,0.8413227200508118
1,0.9989019632339478
1,0.6712533235549927
1,0.9154694676399231
1,0.9324464797973633
1,0.42763346433639526
1,0.9913399815559387
1,0.6611807942390442
1,0.825558602809906
1,0.9651668667793274
1,0.9422949552536011
1,0.3567258417606354
1,0.9958146810531616
1,0.8877222537994385
1,0.953938901424408
1,1.0000001192092896
1,0.9997254014015198
1,0.8881378173828125
1,0.6343550682067871
1,0.9624467492103577
1,0.9901465773582458
1,0.8822098970413208
1,0.9396407604217529
1,1.0000001192092896
1,0.9586460590362549
1,0.9831495881080627
